REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2022,City of Waco Landfill,1002554,11400 Old McGregor Road,31.485771,-97.234033,Waco,MCLENNAN COUNTY,TX,76712,CITY OF WACO (100%),157491,"C,HH"
2022,City of Wichita Falls Landfill,1002964,10984 Wiley Road,33.87365,-98.65477,Wichita Falls,WICHITA COUNTY,TX,76307,CITY OF WICHITA FALLS TEXAS (100%),146800,HH
2022,Clayton County SR 3 Lovejoy Landfill,1003854,11678 Hastings Bridge Road,33.4418,-84.3076,Lovejoy,CLAYTON COUNTY,GA,30250,COUNTY OF CLAYTON GEORGIA (100%),40358,HH
2022,"Clean Harbors Buttonwillow, LLC.",1009930,2500 West Lokern Road,35.401811,-119.612789,Buttonwillow,KERN COUNTY,CA,93206,CLEAN HARBORS INC (100%),25913,TT
2022,Cleveland-Cliffs Steel Corporation /BUTLER WORKS,1002903,1 ARMCO DR,40.82926,-79.94273,BUTLER,BUTLER COUNTY,PA,16003,CLEVELAND-CLIFFS INC (100%),15180,"C,Q,TT"
2022,Closed City of Gloversville Landfill,1005462,,43.04878,-74.3107,Gloversville,FULTON COUNTY,NY,12078,CITY OF GLOVERSVILLE NEW YORK (100%),16541,HH
2022,Clover Flat Landfill,1013696,4380 Silverado Trail,38.57673,-122.53431,Calistoga,NAPA COUNTY,CA,94515,CLOVER FLAT LANDFILL INC (100%),58746,"C,HH"
2022,Coastal Regional Solid Waste Management Authority,1003035,7400 Old US 70 West,34.943667,-76.948346,New Bern,CRAVEN COUNTY,NC,28562,THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY (100%),129028,HH
2022,Colorado Springs Landfill,1008019,1010 Blaney Road,38.847491,-104.572053,Colorado Springs,EL PASO COUNTY,CO,80929,WASTE MANAGEMENT INC (100%),32525,"C,HH"
2022,Columbus Pine Grove MSWLF,1003863,7900 Pine Grove Way,32.49681,-84.86263,Columbus,MUSCOGEE COUNTY,GA,31907,COLUMBUS GEORGIA CONSOLIDATED GOVERNMENT (100%),102198,HH
2022,Conroe 6 Landfill,1007575,1750 N. Loop 336 East,30.31203,-95.425376,Conroe,MONTGOMERY COUNTY,TX,77301,WASTE MANAGEMENT INC (100%),1074,HH
2022,Coronado Generating Station,1007103,,34.5778,-109.2717,ST JOHNS,Apache,AZ,85936,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (100%),2618,"C,D,HH"
2022,Cosmopolis Pulp Mill,1008999,1701 First St,46.953543,-123.761737,Cosmopolis,GRAYS HARBOR COUNTY,WA,98537,Cosmo Specialty Fibers Inc (100%),2997,"AA,C,TT"
2022,Covel Gardens Recycling and Disposal Facility,1003439,8611 Covel Road,29.34358,-98.64637,San Antonio,BEXAR COUNTY,TX,78252,WASTE MANAGEMENT INC (100%),181610,"C,HH"
2022,Cowlitz County Headquarters Landfill,1008180,3434 South Silver Lake Road,46.248725,-122.778109,Castle Rock,COWLITZ COUNTY,WA,98611,COWLITZ COUNTY WASHINGTON (100%),290588,"C,HH"
2022,Crisp County Landfill,1009669,3354 South Hwy 41,31.955481,-83.7778,Cordele,CRISP COUNTY,GA,31015,COUNTY OF CRISP GEORGIA (100%),53267,HH
2022,Croton Landfill,1010845,1 Half Moon Bay Drive (Croton Point Park),41.19521,-73.88813,Croton-on-Hudson,WESTCHESTER COUNTY,NY,10520,WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES (100%),25387,"C,HH"
2022,Crow Wing County MMSW Landfill,1004863,15728 State Highway 210,46.430797,-94.068195,Brainerd,CROW WING COUNTY,MN,56401,CROW WING COUNTY MINNESOTA (100%),7736,"C,HH"
2022,Crystal River Power Plant,1001487,15760 WEST POWERLINE ST,28.9594,-82.7003,CRYSTAL RIVER,Citrus,FL,34428,DUKE ENERGY CORP (100%),12288,"C,D,TT"
2022,Cullman Environmental,1007382,2805 AL Highway 69 S,34.0244,-86.8996,Cullman,CULLMAN COUNTY,AL,35057,CULLMAN ENVIRONMENTAL INC (100%),72247,HH
2022,Cummings Road Landfill,1007736,5775 Cummings Road,40.76235,-124.08941,Eureka,HUMBOLDT COUNTY,CA,95503,CITY OF HUMBOLDT CALIFORNIA (100%),15563,HH
2022,DAFTER SANITARY LANDFILL INC,1007754,3962 WEST 12 MILE ROAD,46.3358,-84.444,DAFTER,CHIPPEWA COUNTY,MI,49724,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),37331,"C,HH"
2022,DAKOTA MUNICIPAL SOLID WASTE LANDFILL,1003583,7972 129TH AVENUE SE,46.258482,-97.69506,GWINNER,SARGENT COUNTY,ND,58040,WASTE MANAGEMENT INC (100%),64716,"C,HH"
2022,DALTON WHITFIELD REGIONAL SW MANAGEMENT,1002863,4189 OLD DIXIE HWY SE,34.65119,-84.95693,DALTON,WHITFIELD COUNTY,GA,30721,DALTON-WHITFIELD REGIONAL SOLID WASTE MANAGEMENT (100%),147479,HH
2022,DANC SOLID WASTE MANAGEMENT FACILITY,1004057,23400 NY ROUTE 177,43.82506,-75.90396,RODMAN,JEFFERSON COUNTY,NY,13682,DEVELOPMENT AUTHORITY OF THE NORTH COUNTRY (100%),51158,"C,HH"
2022,DANE CNTY LANDFILL SITE #2 RODEFELD,1006096,7102 E BROADWAY OR USH 12 & 18,43.0459,-89.2628,MADISON,DANE COUNTY,WI,53718,COUNTY OF DANE PUTLIC WORKS SOLID WASTE DIV (100%),27352,"C,HH"
2022,DAVIESS COUNTY LANDFILL,1003628,1640 N 650E,38.67934,-87.04582,MONTGOMERY,DAVIESS COUNTY,IN,47558,DAVIESS COUNTY BOARD OF COMMISSIONERS (100%),32621,"C,HH"
2022,DE SOLID WASTE AUTHORITY CENTRAL LANDFILL,1002182,1107 WILLOW GROVE RD,39.03237,-75.72793,FELTON,KENT COUNTY,DE,19943,DELAWARE SOLID WASTE AUTHORITY (100%),8163,HH
2022,DE SOLID WASTE AUTHORITY CHERRY ISLAND,1002010,1706 E. 12TH STREET,39.732754,-75.517487,WILMINGTON,NEW CASTLE COUNTY,DE,19809,DELAWARE SOLID WASTE AUTHORITY (100%),230874,HH
2022,DE SOLID WASTE AUTHORITY PIGEON POINT,1004897,1101 LAMBSON LANE,39.70551,-75.53284,NEW CASTLE,NEW CASTLE COUNTY,DE,19720,CITY OF WILMINGTON DELAWARE (80%); DELAWARE SOLID WASTE AUTHORITY (20%),19523,HH
2022,DE SOLID WASTE AUTHORITY SOUTHERN,1002183,28560 LANDFILL LANE,38.59563,-75.43413,GEORGETOWN,SUSSEX COUNTY,DE,19947,DELAWARE SOLID WASTE AUTHORITY (100%),23661,HH
2022,DEANS BRIDGE RD MSW LANDFILL,1003740,4330 DEANS BRIDGE RD,33.35271,-82.1441,BLYTHE,RICHMOND COUNTY,GA,30805,COUNTY OF AUGUSTA-RICHMOND (100%),266009,HH
2022,DECATUR HILLS INCORPORATED,1005214,2090 SOUTH CR 280 EAST,39.3486,-85.61857,GREENSBURG,DECATUR COUNTY,IN,47240,600 LAND INC (100%),29002,"C,HH"
2022,DEER TRACK PARK LANDFILL,1007878,N6756 WALDMANN LANE,43.091345,-88.744231,WATERTOWN,JEFFERSON COUNTY,WI,53094,WASTE MANAGEMENT INC (100%),23421,"C,HH"
2022,DEERCROFT RECYCLING AND DISPOSAL FACILITY (RDF),1004600,10501 WEST 300 NORTH,41.65144,-86.90338,MICHIGAN CITY,LAPORTE COUNTY,IN,46360,WASTE MANAGEMENT INC (100%),4274,"C,HH"
2022,"DEFFENBAUGH INDUSTRIES, INC.",1004065,18181 W. 53RD,39.036314,-94.794083,SHAWNEE,JOHNSON COUNTY,KS,66217,WASTE MANAGEMENT INC (100%),120263,"C,HH"
2022,DEFIANCE COUNTY LANDFILL,1001101,13207 CANAL ROAD,41.251852,-84.41227,DEFIANCE,DEFIANCE COUNTY,OH,43512,DEFIANCE COUNTY BOARD OF COMMISSIONERS (100%),75957,HH
2022,DEKALB COUNTY LANDFILL,1007724,18370 SOMONAUK ROAD,41.897846,-88.685484,DEKALB,DEKALB COUNTY,IL,60115,WASTE MANAGEMENT INC (100%),140946,"C,HH"
2022,DELAWARE CNTY SWA/ROLLING HILLS MUNI WASTE LDFL,1005733,583 LONGVIEW ROAD,40.360718,-75.712263,BOYERTOWN,BERKS COUNTY,PA,19512,DELAWARE COUNTY PENNSYLVANIA (100%),138383,"C,HH"
2022,DELTA SOLID WASTE MANAGEMENT AUTHORITY,1004696,5701 19TH AVENUE NORTH,45.764722,-87.131,ESCANABA,DELTA COUNTY,MI,49829,DELTA SOLID WASTE MANAGEMENT AUTHORITY (100%),40735,"C,HH"
2022,DENVER ARAPAHOE DISPOSAL SITE-A WASTE MANAGEMENT COMPANY,1007709,3500 SOUTH GUN CLUB ROAD,39.64582,-104.71626,AURORA,ARAPAHOE COUNTY,CO,80018,WASTE MANAGEMENT INC (100%),27793,"C,HH"
2022,DENVER REGIONAL LANDFILL,1005633,1441 WELD COUNTY ROAD 6,40.024535,-105.027726,ERIE,WELD COUNTY,CO,80516,WASTE CONNECTIONS US INC (100%),5248,HH
2022,DES MOINES COUNTY REGIONAL SOLID WASTE COMMISSION,1002610,13758 WASHINGTON ROAD,40.836987,-91.193123,WEST BURLINGTON,DES MOINES COUNTY,IA,52655,DES MOINES COUNTY REGIONAL SOLID WASTE (100%),61973,"C,HH"
2022,DFW RECYCLING AND DISPOSAL FACILITY,1005834,1600 SOUTH RAILROAD STREET,33.006709,-96.996093,LEWISVILLE,DENTON COUNTY,TX,75067,WASTE MANAGEMENT INC (100%),142618,"C,HH"
2022,DICKINSON LANDFILL INC,1007690,2575 190TH STREET,43.371407,-95.076991,SPIRIT LAKE,DICKINSON COUNTY,IA,51360,WASTE MANAGEMENT INC (100%),18288,"C,HH"
2022,"DISPOSAL SERVICE, INC. SANITARY LANDFILL",1003544,1100 STATE RTE 34 S,38.4027,-82.0208,HURRICANE,PUTNAM COUNTY,WV,25526,WASTE MANAGEMENT INC (100%),115755,"C,HH"
2022,DIVISION OF WILDLIFE RESOURCES LEEKAY LANDFILL,1003548,6000 West 2100 South,40.726144,-112.031565,SALT LAKE CITY,SALT LAKE COUNTY,UT,84128,STATE OF UTAH (100%),56703,HH
2022,DOMTAR A. W. LLC-NEKOOSA,1004396,301 POINT BASSE AVE.,44.3143,-89.8962,NEKOOSA,WOOD COUNTY,WI,54457,DOMTAR CORP (100%),49714,"AA,C,TT"
2022,DOMTAR AW LLC ASHDOWN MILL,1005994,285 HIGHWAY 71 SOUTH,33.638889,-94.102139,ASHDOWN,LITTLE RIVER COUNTY,AR,71822,DOMTAR CORP (100%),26215,"AA,C,TT"
2022,DOMTAR PAPER CO LLC HAWESVILLE MILL,1000961,58 WESCOR ROAD,37.894847,-86.685793,HAWESVILLE,HANCOCK COUNTY,KY,42348,DOMTAR CORP (100%),7186,"AA,C,TT"
2022,DOUGLAS COUNTY LANDFILL,1000522,126TH AND STATE STREET,41.33578,-96.1119,OMAHA,DOUGLAS COUNTY,NE,68142,DOUGLAS COUNTY NEBRASKA (100%),31158,HH
2022,DOUGLAS COUNTY RECYCLING LANDFILL,1007835,14320 NORTH 216TH STREET,41.38152,-96.2526,BENNINGTON,DOUGLAS COUNTY,NE,68007,WASTE MANAGEMENT INC (100%),108998,"C,HH"
2022,DOW SILICONES CORPORATION,1002548,4770 HIGHWAY 42 EAST,38.7074,-85.1048,CARROLLTON,CARROLL COUNTY,KY,41008,DOW INC (100%),154,"C,TT"
2022,DOW TEXAS OPERATIONS FREEPORT,1002040,2301 N. BRAZOSPORT BLVD. BUILDING B-101,28.9792,-95.3549,FREEPORT,BRAZORIA COUNTY,TX,77541,DOW INC (100%),118839,"C,DD,TT,W,X"
2022,DOZIT COMPANY LANDFILL,1003694,4075 STATE ROUTE 360,37.738458,-87.97591,MORGANFIELD,UNION COUNTY,KY,42437,REPUBLIC SERVICES INC (100%),47136,HH
2022,DSM Nutritional Products,1009539,1416 N Williamsburg Co Hwy,33.730841,-79.805202,Kingstree,,SC,29556,DSM HOLDING CO USA INC (100%),6106,"C,TT"
2022,DUBUQUE METROPOLITAN SANITARY LANDFILL,1000473,101 Airborne Road,42.5129,-90.6818,Dubuque,DUBUQUE COUNTY,IA,52003,HOUSEHOLD HAZARDOUS MATERIALS (100%),14317,"C,HH"
2022,Davidson County Integrated Solid Waste Management Dept.,1004204,1242 Old Highway 29,35.85308,-80.17695,Thomasville,DAVIDSON COUNTY,NC,27360,COUNTY OF DAVIDSON NORTH CAROLINA (100%),68374,HH
2022,Decatur County Solid Waste Facility,1011663,104 Mine Loop Road,30.749082,-84.4838,Attapulgus,DECATUR COUNTY,GA,39815,DECATUR COUNTY BOARD OF COMMISSIONERS (100%),71562,HH
2022,Decatur-Morgan County Regional MSW Landfill,1010661,500 Landfill Drive,34.625853,-87.100856,Trinty,MORGAN COUNTY,AL,35673,CITY OF DECATUR & MORGAN COUNTY ALABAMA (100%),193264,HH
2022,Denver Regional North Landfill,1007700,1441 Weld County Rd 6,40.024535,-105.027726,Erie,WELD COUNTY,CO,80516,REPUBLIC SERVICES INC (100%),730,HH
2022,Disposal and Recycling Services of Lunenburg,1013659,45 Landfill Rd,36.924504,-78.24528,Lunenburg,LUNENBURG COUNTY,VA,23952,MERIDIAN WASTE VIRGINIA (100%),97754,HH
2022,Domtar Paper Company LLC - Plymouth,1000229,NC HWY 149 N,35.8628,-76.7831,PLYMOUTH,Martin,NC,27962,DOMTAR CORP (100%),21583,"AA,C,TT"
2022,Dougherty County - Fleming/Gaissert Rd Landfill,1003887,900 Gaissert Road,31.5357,-84.0244,Albany,DOUGHERTY COUNTY,GA,31705,COUNTY OF DOUGHERTY GEORGIA (100%),107317,HH
2022,Dry Creek Landfill,1005652,5500 Highway 140,42.441635,-122.751428,White City,JACKSON COUNTY,OR,97503,ROGUE VALLEY PROPERTIES INC (100%),50118,"C,HH"
2022,Durham Regional Landfill,1013630,22316 South Harmon Road,32.678199,-111.292799,Florence,,AZ,85132,WASTE CONNECTIONS US INC (100%),55139,HH
2022,Dyer Boulevard Landfill (Dyer Park),1006389,7301 Haverhill Road,26.78417,-80.11914,West Palm Beach,PALM BEACH COUNTY,FL,33412,SOLID WASTE AUTHORITY OF PALM BEACH COUNTY FLORIDA (100%),32419,HH
2022,EAGLE COUNTY LANDFILL,1005844,815 Ute Creek Road,39.752942,-106.717567,WOLCOTT,EAGLE COUNTY,CO,81655,COUNTY OF EAGLE COLORADO (100%),58802,HH
2022,"EAGLE POINT LANDFILL, LLC",1003710,8880 OLD FEDERAL RD,34.32319,-84.24657,BALL GROUND,FORSYTH COUNTY,GA,30107,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),121939,HH
2022,EAGLE RIDGE LANDFILL,1005795,13100 Highway VV,39.392972,-91.212916,Bowling Green,PIKE COUNTY,MO,63334,UNITED PROPERTIES CORP (100%),142871,HH
2022,EARTHMOVERS LANDFILL,1007588,26488 CR 26,41.691773,-86.00137,ELKHART,ELKHART COUNTY,IN,46517,WASTE MANAGEMENT INC (100%),37477,"C,HH"
2022,EAST CAROLINA REGIONAL LANDFILL,1003101,1922 REPUBLICAN ROAD,36.11558,-77.07097,AULANDER,BERTIE COUNTY,NC,27805,REPUBLIC SERVICES INC (100%),95345,HH
2022,EAST CENTRAL SOLID WASTE COMMISSION,1005860,1756 180th Avenue,45.849,-93.352,MORA,KANABEC COUNTY,MN,55051,EAST CENTRAL SOLID WASTE COMMISSION (100%),26240,"C,HH"
2022,"EASTERN AREA LANDFILL, BIRMINGHAM",1007018,2787 ALTON DRIVE,33.5972,-86.629,BIRMINGHAM,JEFFERSON COUNTY,AL,35210,CITY OF BIRMINGHAM ALABAMA (100%),89356,HH
2022,EBR NORTH LANDFILL,1005493,16001 SAMUELS RD,30.59952,-91.22307,ZACHARY,EAST BATON ROUGE PARISH,LA,70791,CITY OF BATON ROUGE LOUISIANA (100%),437055,"C,HH"
2022,ECD LANDFILL,1002468,5703 N INTERSTATE HIGHWAY 45,32.394059,-96.653222,ENNIS,ELLIS COUNTY,TX,75119,REPUBLIC SERVICES INC (100%),31494,"C,HH"
2022,ECDC ENVIRONMENTAL,1007944,1111 WEST HIGHWAY 123,39.535543,-110.472778,EAST CARBON,CARBON COUNTY,UT,84520,REPUBLIC SERVICES INC (100%),9129,"C,HH"
2022,EL SOBRANTE LANDFILL,1007693,10910 DAWSON CANYON ROAD,33.781165,-117.472555,CORONA,RIVERSIDE COUNTY,CA,92883,WASTE MANAGEMENT INC (100%),102626,"C,HH"
2022,ELDA RDF,1002491,5701 ESTE AVENUE,39.18631,-84.49986,CINCINNATI,HAMILTON COUNTY,OH,45232,WASTE MANAGEMENT INC (100%),8359,"C,HH"
2022,"ELK RIVER SANITARY LANDFILL, INC.",1007672,22460 HIGHWAY 169 NW,45.377838,-93.564221,ELK RIVER,SHERBURNE COUNTY,MN,55330,WASTE MANAGEMENT INC (100%),28994,"C,HH"
2022,ELK RUN SANITARY LANDFILL,1006989,20667 5 MILE HIGHWAY,45.282282,-84.220915,ONAWAY,PRESQUE ISLE COUNTY,MI,49765,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),44821,"C,HH"
2022,ELKHART COUNTY LANDFILL,1007332,59530 CR 7 S,41.6335,-85.9775,ELKHART,ELKHART COUNTY,IN,46517,COUNTY OF ELKHART INDIANA (100%),24500,HH
2022,EMERALD PARK LANDFILL LLC,1007212,W124 S10629 SOUTH 124TH STREET,42.865733,-87.992268,MUSKEGO,MILWAUKEE COUNTY,WI,53132,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),49306,"C,HH"
2022,ENID CITY LNDFLL,1002788,1313 EAST SOUTHGATE ROAD,36.418919,-97.806885,ENID,GARFIELD COUNTY,OK,73701,ENID OKLAHOMA (100%),90803,"C,HH"
2022,ENOREE LANDFILL,1004074,1311 ANDERSON RIDGE RD,34.807015,-82.192094,GREER,GREENVILLE COUNTY,SC,29651,COUNTY OF GREENVILLE SOUTH CAROLINA (100%),66216,"C,HH"
2022,ENVIROFIL OF ILLNOIS INC,1007589,13998 EAST 1400TH STREET,40.484296,-90.637965,MACOMB,MCDONOUGH COUNTY,IL,61455,WASTE MANAGEMENT INC (100%),6670,"C,HH"
2022,ENVIRONTECH LANDFILL,1007701,1800 ASHLEY ROAD,41.372551,-88.403155,MORRIS,GRUNDY COUNTY,IL,60450,REPUBLIC SERVICES INC (100%),3142,"C,HH"
2022,EPPERSON WASTE DISPOSAL,1003622,2360 CYNTHIANA ROAD,38.621944,-84.533611,WILLIAMSTOWN,GRANT COUNTY,KY,41097,REPUBLIC SERVICES INC (100%),13354,"C,HH"
2022,"ETC of Georgia, LLC - Grady Road Landfill",1004256,316 Grady Road,33.99554,-85.16728,Rockmart,POLK COUNTY,GA,30153,GFL ENVIRONMENTAL USA INC (100%),88382,HH
2022,EVERGREEN LANDFILL/FKA PELLEGRENE SITE,1007987,1310 Luciousboro Road,40.493138,-79.151947,CORAL,INDIANA COUNTY,PA,15731,WASTE MANAGEMENT INC (100%),9962,"C,HH"
2022,EVERGREEN PACKAGING-PINE BLUFF,1003501,5201 FAIRFIELD ROAD,34.221569,-91.907406,PINE BLUFF,JEFFERSON COUNTY,AR,71601,REYNOLDS CONSUMER PRODUCTS INC (100%),7298,"AA,C,TT"
2022,EVERGREEN RECYCLING & DISPOSAL,1007723,2625 EAST BROADWAY,41.604344,-83.453684,NORTHWOOD,WOOD COUNTY,OH,43619,WASTE MANAGEMENT INC (100%),38209,"C,HH"
2022,East Regional Landfill,1011464,8201 Schumaker Road,39.842346,-104.489113,Bennett,ADAMS COUNTY,CO,80102,GFL ENVIRONMENTAL HOLDINGS (US) INC (100%),51976,HH
2022,Eastern Sanitary Landfill Solid Waste Management Facility,1004330,6257 Days Cove Road,39.39819,-76.39709,White Marsh,BALTIMORE COUNTY,MD,21162,BALTIMORE COUNTY GOVERNMENT (100%),95672,"C,HH"
2022,Eastlake Sanitary Landfill,1011676,16015 Davis Ave,38.954271,-122.611851,Clearlake,LAKE COUNTY,CA,95422,COUNTY OF LAKE (100%),13889,HH
2022,Eastman Chemical - Texas Operations,1007438,300 KODAK BLVD,32.4472,-94.6917,LONGVIEW,Harrison,TX,75602,Eastman Chemical Co (100%),3673,"C,D,TT,X"
2022,Eastman Chemical Company,1000232,EASTMAN ROAD AND LINCOLN ST,36.5192,-82.535,KINGSPORT,Sullivan,TN,37662,Eastman Chemical Co (100%),229071,"C,TT,X"
2022,Eastside/Texas,1007858,5300 E. First Street,32.76655,-97.26368,Fort Worth,TARRANT COUNTY,TX,76103,CITY OF FORT WORTH TEXAS (100%),22826,HH
2022,Eco Hill Landfill,1014391,137 Commercial Drive,41.407503,-90.003647,Atkinson,HENRY COUNTY,IL,61235,ECOLOGY SOLUTIONS LLC (100%),180413,HH
2022,"Eco-Safe Systems, LLC",1011487,385 Harr Lane,36.559489,-82.349246,Blountville,SULLIVAN COUNTY,TN,37617,WASTE MANAGEMENT INC (100%),54584,"C,HH"
2022,Edgeboro Landfill,1006390,,40.4735,-74.3862,East Brunswick,MIDDLESEX COUNTY,NJ,8816,EDGEBORO INC (100%),7229,HH
2022,Edgemere Landfill,1001581,51st and Almeda Street,40.602435,-73.762495,Far Rockaway,QUEENS COUNTY,NY,11691,CITY OF NEW YORK NEW YORK (100%),23779,HH
2022,El Centro Landfill,1002473,3189 SR 69 and County Road 30,27.724972,-97.652075,Robstown,NUECES COUNTY,TX,78380,REPUBLIC SERVICES INC (100%),28265,HH
2022,El Coqui Landfill,1007630,"Road #3, Int. 923, KM 1.7, Bo. Buena Vista",18.132987,-65.820394,Humacao,HUMACAO MUNICIPIO,PR,791,PR WASTE HOLDINGS LLC (100%),103883,HH
2022,FIGHTING CREEK FARM LANDFILL,1006763,22089 S HWY 95,47.52943,-116.92815,COEUR D\ALENE,KOOTENAI COUNTY,ID,83814,COUNTY OF KOOTENAI IDAHO (100%),12443,"C,HH"
2022,FINK ROAD LANDFILL,1003814,4000 FINK ROAD,37.39719,-121.13969,CROWS LANDING,STANISLAUS COUNTY,CA,95313,COUNTY OF STANISLAUS (100%),26071,HH
2022,FINLEY BUTTES REGIONAL LANDFILL,1004516,73221 BOMBING RANGE RD,45.686816,-119.586074,BOARDMAN,MORROW COUNTY,OR,97818,WASTE CONNECTIONS US INC (100%),55833,"C,HH"
2022,"FINNEY COUNTY LANDFILL, INC. DBA WESTERN PLAINS RE",1000371,1250 S. RACEWAY,37.940288,-100.774262,GARDEN CITY,FINNEY COUNTY,KS,67846,WASTE CONNECTIONS US INC (100%),36933,"C,HH"
2022,FIRST QUALITY TISSUE/LOCK HAVEN PLT,1002438,904 WOODS AVE,41.12723,-77.45586,LOCK HAVEN,CLINTON COUNTY,PA,17745,FIRST QUALITY ENTERPRISES INC (100%),5127,"C,TT"
2022,FITCHBURG WESTMINSTER LANDFILL RECYCLING CENTER,1007753,101 FITCHBURG RD,42.533852,-71.845589,WESTMINSTER,WORCESTER COUNTY,MA,1473,WASTE MANAGEMENT INC (100%),34008,"C,HH"
2022,FIVE OAKS RECYCLING & DISPOSAL FACILITY,1006251,890 E1500N RD,39.56,-89.3725,TAYLORVILLE,CHRISTIAN COUNTY,IL,62568,WASTE MANAGEMENT INC (100%),21223,"C,HH"
2022,FLYING CLOUD SANITARY LANDFILL,1004308,9813 FLYING CLOUD DR,44.826193,-93.447839,EDEN PRAIRIE,HENNEPIN COUNTY,MN,55347,STATE OF MINNESOTA (100%),18242,HH
2022,FM 812 Landfill,1006693,10108 FM 812,30.15541,-97.67434,Austin,TRAVIS COUNTY,TX,78716,CITY OF AUSTIN (100%),30199,HH
2022,FOOTHILLS LANDFILL,1006758,8900 93 HWY,39.859268,-105.234093,GOLDEN,JEFFERSON COUNTY,CO,80403,REPUBLIC SERVICES INC (100%),29471,HH
2022,FOREST LAWN LANDFILL,1003623,8230 WEST FOREST LAWN RD,41.775968,-86.654864,THREE OAKS,BERRIEN COUNTY,MI,49128,REPUBLIC SERVICES INC (100%),11954,"C,HH"
2022,FOREST VIEW LANDFILL,1004309,4800 KAW DRIVE,39.112098,-94.694105,KANSAS CITY,WYANDOTTE COUNTY,KS,66102,REPUBLIC SERVICES INC (100%),3618,HH
2022,FORT BEND REGIONAL LANDFILL,1002321,14115 Davis Estate Road,29.39529,-95.7245,NEEDVILLE,FORT BEND COUNTY,TX,77461,GFL Environmental Inc (100%),485940,HH
2022,FORT HALL MINE LANDFILL,1002699,1500 N FORT HALL MINE RD,42.78127,-112.37221,POCATELLO,BANNOCK COUNTY,ID,83204,BANNOCK COUNTY IDAHO (100%),26499,"C,HH"
2022,FORT HOOD,1002890,"4612 ENGINEER DR., Attn: ENV",31.12599,-97.78998,FORT HOOD,BELL COUNTY,TX,76544,US GOVERNMENT (%),77131,"C,HH"
2022,FORT SMITH SANITARY LANDFILL,1006026,5900 COMMERCE ROAD,35.290944,-94.369694,FORT SMITH,SEBASTIAN COUNTY,AR,72916,CITY OF FT SMITH ARKANSAS (100%),64106,HH
2022,FORT WORTH REGIONAL LANDFILL,1004561,2100 MINNIS DR # A,32.789533,-97.242917,FORT WORTH,TARRANT COUNTY,TX,76117,REPUBLIC SERVICES INC (100%),2637,HH
2022,FORWARD LANDFILL,1004010,9999 SOUTH AUSTIN ROAD,37.872415,-121.18885,MANTECA,SAN JOAQUIN COUNTY,CA,95336,REPUBLIC SERVICES INC (100%),95598,HH
2022,FOUR HILLS LANDFILL,1004751,840 WEST HOLLIS STREET,42.731563,-71.520521,NASHUA,HILLSBOROUGH COUNTY,NH,3062,CITY OF NASHUA DEPARTMENT OF PUBLIC WORKS (100%),10448,"C,HH"
2022,FRANKLIN COUNTY LANDFILL,1000881,1255 FRANKLIN STREET - SUITE 112,36.99067,-79.90194,ROCKY MOUNT,FRANKLIN COUNTY,VA,24151,COUNTY OF FRANKLIN VIRGINIA (100%),61404,HH
2022,FRANKLIN COUNTY REGIONAL LANDFILL,1003031,828 CR 20,44.975231,-74.342307,CONSTABLE,FRANKLIN COUNTY,NY,12926,COUNTY OF FRANKLIN SOLID WASTE MANGEMENT AUTHORITY (100%),6697,"C,HH"
2022,FRANKLIN COUNTY SANITARY LANDFILL,1003787,3851 LONDON GROVEPORT RD,39.842015,-83.110295,GROVE CITY,FRANKLIN COUNTY,OH,43123,SOLID WASTE AUTHORITY OF CENTRAL OHIO (100%),232717,"C,HH"
2022,FREDERICK COUNTY REGIONAL LANDFILL,1004247,280 LANDFILL ROAD,39.14105,-78.09905,WINCHESTER,FREDERICK COUNTY,VA,22602,FREDERICK COUNTY DEPARTMENT OF PUBLIC WORKS (100%),74638,"C,HH"
2022,FREY FARM-CRESWELL LDFL,1003521,3049 RIVER RD,39.958319,-76.436708,CONESTOGA,LANCASTER COUNTY,PA,17516,LANCASTER COUNTY SOILD WASTE MANAGEMENT AUTHORITY (100%),17771,"C,HH"
2022,FRONT RANGE LANDFILL,1003911,1830 WELD COUNTY ROAD 5,40.02281,-105.01822,ERIE,WELD COUNTY,CO,80516,WASTE CONNECTIONS US INC (100%),121840,"C,HH"
2022,FULTON COUNTY DEPT OF SOLID WASTE,1004894,847 MUD RD,43.01154,-74.48013,JOHNSTOWN,FULTON COUNTY,NY,12095,FULTON COUNTY DEPARTMENT OF SOLID WASTE (100%),29030,"C,HH"
2022,Fairmead Solid Waste Disposal Site,1003202,21739 ROAD 19,37.0656,-120.1983,CHOWCHILLA,MADERA COUNTY,CA,93610,COUNTY OF MADERA CALIFORNIA (100%),66764,HH
